relationship,count
"('Jason Sudeikis', 'Jim Belushi')",25
"('Jason Sudeikis', 'Joe Piscopo')",11
"('Jason Sudeikis', 'Kate McKinnon')",36
"('Jason Sudeikis', 'Michael McKean')",30
"('Jason Sudeikis', 'Natasha Rothwell')",7
"('Jason Sudeikis', 'Stephen Colbert')",37
"('Jim Belushi', 'Joe Piscopo')",18
"('Jim Belushi', 'Kate McKinnon')",14
"('Jim Belushi', 'Michael McKean')",36
"('Jim Belushi', 'Natasha Rothwell')",4
"('Jim Belushi', 'Stephen Colbert')",19
"('Joe Piscopo', 'Kate McKinnon')",7
"('Joe Piscopo', 'Michael McKean')",12
"('Joe Piscopo', 'Natasha Rothwell')",3
"('Kate McKinnon', 'Michael McKean')",15
"('Kate McKinnon', 'Natasha Rothwell')",8
"('Kate McKinnon', 'Stephen Colbert')",33
"('Michael McKean', 'Natasha Rothwell')",7
"('Michael McKean', 'Stephen Colbert')",29
"('Natasha Rothwell', 'Stephen Colbert')",10
"('Adam Sandler', 'Amy Poehler')",62
"('Adam Sandler', 'Chevy Chase')",44
"('Adam Sandler', 'Jane Curtin')",31
"('Adam Sandler', 'Jon Lovitz')",58
"('Adam Sandler', 'Martin Short')",54
"('Adam Sandler', 'Paul Shaffer')",23
"('Adam Sandler', 'Rob Schneider')",97
"('Adam Sandler', 'Tina Fey')",75
"('Al Franken', 'Chevy Chase')",45
"('Al Franken', 'Jane Curtin')",26
"('Al Franken', 'Jason Sudeikis')",24
"('Al Franken', 'Jon Lovitz')",33
"('Al Franken', 'Martin Short')",43
"('Al Franken', 'Michael McKean')",32
"('Al Franken', 'Paul Shaffer')",27
"('Al Franken', 'Rob Schneider')",27
"('Al Franken', 'Tina Fey')",32
"('Al Franken', 'Will Ferrell')",41
"('Amy Poehler', 'Chevy Chase')",40
"('Amy Poehler', 'Harry Shearer')",28
"('Amy Poehler', 'Jane Curtin')",29
"('Amy Poehler', 'Jason Sudeikis')",69
"('Amy Poehler', 'Jon Lovitz')",27
"('Amy Poehler', 'Louis C.K.')",42
"('Amy Poehler', 'Martin Short')",55
"('Amy Poehler', 'Michael McKean')",27
"('Amy Poehler', 'Paul Shaffer')",19
"('Amy Poehler', 'Rob Schneider')",29
"('Amy Poehler', 'Will Ferrell')",105
"('Chevy Chase', 'Harry Shearer')",29
"('Chevy Chase', 'Jane Curtin')",52
"('Chevy Chase', 'Jason Sudeikis')",30
"('Chevy Chase', 'Jon Lovitz')",42
"('Chevy Chase', 'Louis C.K.')",22
"('Chevy Chase', 'Michael McKean')",30
"('Chevy Chase', 'Paul Shaffer')",32
"('Chevy Chase', 'Tina Fey')",51
"('Chevy Chase', 'Will Ferrell')",48
"(""Conan O'Brien"", 'Harry Shearer')",26
"(""Conan O'Brien"", 'Jane Curtin')",20
"(""Conan O'Brien"", 'Jason Sudeikis')",30
"(""Conan O'Brien"", 'Jon Lovitz')",47
"(""Conan O'Brien"", 'Michael McKean')",38
"(""Conan O'Brien"", 'Paul Shaffer')",25
"(""Conan O'Brien"", 'Tina Fey')",60
"('Harry Shearer', 'Jane Curtin')",15
"('Harry Shearer', 'Jon Lovitz')",26
"('Harry Shearer', 'Louis C.K.')",24
"('Harry Shearer', 'Martin Short')",43
"('Harry Shearer', 'Paul Shaffer')",26
"('Harry Shearer', 'Tina Fey')",27
"('Jane Curtin', 'Jason Sudeikis')",24
"('Jane Curtin', 'Jon Lovitz')",25
"('Jane Curtin', 'Louis C.K.')",9
"('Jane Curtin', 'Martin Short')",30
"('Jane Curtin', 'Michael McKean')",15
"('Jane Curtin', 'Paul Shaffer')",27
"('Jane Curtin', 'Rob Schneider')",17
"('Jane Curtin', 'Tina Fey')",30
"('Jane Curtin', 'Will Ferrell')",33
"('Jason Sudeikis', 'Jon Lovitz')",25
"('Jason Sudeikis', 'Louis C.K.')",27
"('Jason Sudeikis', 'Paul Shaffer')",20
"('Jason Sudeikis', 'Rob Schneider')",27
"('Jason Sudeikis', 'Tina Fey')",57
"('Jon Lovitz', 'Louis C.K.')",15
"('Jon Lovitz', 'Martin Short')",46
"('Jon Lovitz', 'Michael McKean')",30
"('Jon Lovitz', 'Paul Shaffer')",19
"('Jon Lovitz', 'Rob Schneider')",45
"('Jon Lovitz', 'Tina Fey')",30
"('Jon Lovitz', 'Will Ferrell')",42
"('Louis C.K.', 'Martin Short')",30
"('Louis C.K.', 'Michael McKean')",24
"('Louis C.K.', 'Paul Shaffer')",19
"('Louis C.K.', 'Rob Schneider')",19
"('Louis C.K.', 'Tina Fey')",47
"('Martin Short', 'Michael McKean')",42
"('Martin Short', 'Paul Shaffer')",47
"('Martin Short', 'Tina Fey')",65
"('Michael McKean', 'Paul Shaffer')",20
"('Michael McKean', 'Tina Fey')",31
"('Paul Shaffer', 'Rob Schneider')",21
"('Paul Shaffer', 'Tina Fey')",23
"('Paul Shaffer', 'Will Ferrell')",30
"('Rob Schneider', 'Tina Fey')",36
"('Adam Sandler', 'Andy Samberg')",64
"('Adam Sandler', 'David Spade')",120
"('Adam Sandler', 'Kenan Thompson')",53
"('Andy Samberg', 'Kenan Thompson')",57
"('Andy Samberg', 'Rob Schneider')",29
"('Andy Samberg', 'Will Ferrell')",74
"('David Spade', 'Kenan Thompson')",39
"('David Spade', 'Will Ferrell')",74
"('Kenan Thompson', 'Rob Schneider')",26
"('Kenan Thompson', 'Will Ferrell')",59
"('David Koechner', 'Heather Anne Campbell')",6
"('David Koechner', 'Will Ferrell')",52
"('Heather Anne Campbell', 'Will Ferrell')",3
"('David Mandel', 'Paula Pell')",4
"('Al Franken', 'Andy Samberg')",18
"('Al Franken', 'David Spade')",41
"('Al Franken', 'Jimmy Fallon')",38
"('Al Franken', 'Judith Belushi-Pisano')",5
"('Al Franken', 'Kristen Wiig')",17
"('Al Franken', 'Lorne Michaels')",48
"('Al Franken', 'Peter Aykroyd')",2
"('Al Franken', 'Phil Hartman')",33
"('Al Franken', 'Seth Meyers')",27
"('Amy Poehler', 'Andy Samberg')",84
"('Amy Poehler', 'Ben Stiller')",60
"('Amy Poehler', 'Chris Rock')",59
"('Amy Poehler', 'Dan Aykroyd')",47
"('Amy Poehler', 'David Spade')",48
"('Amy Poehler', 'Jimmy Fallon')",88
"('Amy Poehler', 'Judith Belushi-Pisano')",2
"('Amy Poehler', 'Kristen Wiig')",77
"('Amy Poehler', 'Lorne Michaels')",76
"('Amy Poehler', 'Peter Aykroyd')",2
"('Amy Poehler', 'Phil Hartman')",27
"('Amy Poehler', 'Robert Downey Jr.')",42
"('Amy Poehler', 'Seth Meyers')",94
"('Andy Samberg', 'Ben Stiller')",47
"('Andy Samberg', ""Conan O'Brien"")",36
"('Andy Samberg', 'Dan Aykroyd')",33
"('Andy Samberg', 'Fred Armisen')",78
"('Andy Samberg', 'Jimmy Fallon')",61
"('Andy Samberg', 'Judith Belushi-Pisano')",2
"('Andy Samberg', 'Kristen Wiig')",63
"('Andy Samberg', 'Lorne Michaels')",49
"('Andy Samberg', 'Peter Aykroyd')",2
"('Andy Samberg', 'Phil Hartman')",18
"('Andy Samberg', 'Robert Downey Jr.')",31
"('Andy Samberg', 'Stephen Colbert')",38
"('Ben Stiller', 'Fred Armisen')",49
"('Ben Stiller', 'Judith Belushi-Pisano')",3
"('Ben Stiller', 'Kristen Wiig')",52
"('Ben Stiller', 'Lorne Michaels')",25
"('Ben Stiller', 'Peter Aykroyd')",2
"('Ben Stiller', 'Phil Hartman')",21
"('Ben Stiller', 'Seth Meyers')",39
"('Ben Stiller', 'Will Ferrell')",105
"('Chris Rock', 'Dan Aykroyd')",50
"('Chris Rock', 'Fred Armisen')",39
"('Chris Rock', 'Jimmy Fallon')",76
"('Chris Rock', 'Judith Belushi-Pisano')",3
"('Chris Rock', 'Lorne Michaels')",48
"('Chris Rock', 'Peter Aykroyd')",2
"('Chris Rock', 'Phil Hartman')",34
"('Chris Rock', 'Rob Schneider')",54
"('Chris Rock', 'Robert Downey Jr.')",57
"(""Conan O'Brien"", 'Jimmy Fallon')",71
"(""Conan O'Brien"", 'Judith Belushi-Pisano')",3
"(""Conan O'Brien"", 'Kristen Wiig')",32
"(""Conan O'Brien"", 'Lorne Michaels')",39
"(""Conan O'Brien"", 'Peter Aykroyd')",2
"(""Conan O'Brien"", 'Phil Hartman')",22
"(""Conan O'Brien"", 'Seth Meyers')",41
"('Dan Aykroyd', 'Fred Armisen')",36
"('Dan Aykroyd', 'Jimmy Fallon')",54
"('Dan Aykroyd', 'Judith Belushi-Pisano')",16
"('Dan Aykroyd', 'Kristen Wiig')",39
"('Dan Aykroyd', 'Lorne Michaels')",76
"('Dan Aykroyd', 'Peter Aykroyd')",11
"('Dan Aykroyd', 'Phil Hartman')",44
"('Dan Aykroyd', 'Seth Meyers')",36
"('Dan Aykroyd', 'Stephen Colbert')",24
"('David Spade', 'Fred Armisen')",39
"('David Spade', 'Jimmy Fallon')",67
"('David Spade', 'Judith Belushi-Pisano')",2
"('David Spade', 'Kristen Wiig')",36
"('David Spade', 'Lorne Michaels')",49
"('David Spade', 'Peter Aykroyd')",3
"('David Spade', 'Phil Hartman')",38
"('David Spade', 'Stephen Colbert')",40
"('Fred Armisen', 'Jimmy Fallon')",64
"('Fred Armisen', 'Judith Belushi-Pisano')",2
"('Fred Armisen', 'Kristen Wiig')",62
"('Fred Armisen', 'Lorne Michaels')",70
"('Fred Armisen', 'Peter Aykroyd')",2
"('Fred Armisen', 'Phil Hartman')",23
"('Fred Armisen', 'Rob Schneider')",26
"('Fred Armisen', 'Robert Downey Jr.')",23
"('Fred Armisen', 'Seth Meyers')",71
"('Fred Armisen', 'Will Ferrell')",74
"('Jimmy Fallon', 'Judith Belushi-Pisano')",5
"('Jimmy Fallon', 'Kristen Wiig')",67
"('Jimmy Fallon', 'Lorne Michaels')",78
"('Jimmy Fallon', 'Peter Aykroyd')",2
"('Jimmy Fallon', 'Phil Hartman')",31
"('Jimmy Fallon', 'Rob Schneider')",43
"('Jimmy Fallon', 'Seth Meyers')",92
"('Jimmy Fallon', 'Will Ferrell')",98
"('Judith Belushi-Pisano', 'Kristen Wiig')",2
"('Judith Belushi-Pisano', 'Lorne Michaels')",7
"('Judith Belushi-Pisano', 'Peter Aykroyd')",3
"('Judith Belushi-Pisano', 'Phil Hartman')",3
"('Judith Belushi-Pisano', 'Rob Schneider')",4
"('Judith Belushi-Pisano', 'Robert Downey Jr.')",4
"('Judith Belushi-Pisano', 'Seth Meyers')",2
"('Judith Belushi-Pisano', 'Stephen Colbert')",2
"('Judith Belushi-Pisano', 'Will Ferrell')",3
"('Kristen Wiig', 'Lorne Michaels')",48
"('Kristen Wiig', 'Peter Aykroyd')",2
"('Kristen Wiig', 'Phil Hartman')",20
"('Kristen Wiig', 'Rob Schneider')",21
"('Kristen Wiig', 'Robert Downey Jr.')",39
"('Kristen Wiig', 'Seth Meyers')",60
"('Kristen Wiig', 'Stephen Colbert')",40
"('Kristen Wiig', 'Will Ferrell')",87
"('Lorne Michaels', 'Peter Aykroyd')",4
"('Lorne Michaels', 'Phil Hartman')",56
"('Lorne Michaels', 'Rob Schneider')",30
"('Lorne Michaels', 'Robert Downey Jr.')",18
"('Lorne Michaels', 'Seth Meyers')",67
"('Lorne Michaels', 'Stephen Colbert')",23
"('Lorne Michaels', 'Will Ferrell')",77
"('Peter Aykroyd', 'Phil Hartman')",3
"('Peter Aykroyd', 'Rob Schneider')",2
"('Peter Aykroyd', 'Robert Downey Jr.')",2
"('Peter Aykroyd', 'Seth Meyers')",2
"('Peter Aykroyd', 'Stephen Colbert')",2
"('Peter Aykroyd', 'Will Ferrell')",2
"('Phil Hartman', 'Rob Schneider')",32
"('Phil Hartman', 'Robert Downey Jr.')",15
"('Phil Hartman', 'Seth Meyers')",25
"('Phil Hartman', 'Stephen Colbert')",12
"('Phil Hartman', 'Will Ferrell')",42
"('Rob Schneider', 'Seth Meyers')",23
"('Rob Schneider', 'Stephen Colbert')",18
"('Robert Downey Jr.', 'Seth Meyers')",26
"('Seth Meyers', 'Stephen Colbert')",66
"('Seth Meyers', 'Will Ferrell')",73
"('Christopher Guest', 'Paul Shaffer')",17
"('Mike Myers', 'Rob Schneider')",45
"('Chris Kattan', 'David Koechner')",21
"('Chris Kattan', 'Hannibal Buress')",12
"('Chris Kattan', 'Jon Lovitz')",31
"('David Koechner', 'Hannibal Buress')",15
"('David Koechner', 'Jon Lovitz')",22
"('Hannibal Buress', 'Jon Lovitz')",12
"('Adam Sandler', 'Pamela Stephenson')",8
"('Chris Rock', 'Martin Short')",58
"('Chris Rock', 'Pamela Stephenson')",7
"('David Spade', 'Kate McKinnon')",24
"('David Spade', 'Pamela Stephenson')",6
"('Kate McKinnon', 'Martin Short')",34
"('Kate McKinnon', 'Pamela Stephenson')",4
"('Kate McKinnon', 'Will Ferrell')",41
"('Martin Short', 'Pamela Stephenson')",9
"('Gilbert Gottfried', 'Sarah Silverman')",45
"('Gary Kroeger', 'Harry Shearer')",6
"('Gary Kroeger', 'Laraine Newman')",5
"('Gary Kroeger', 'Matthew Laurance')",2
"('Harry Shearer', 'Laraine Newman')",22
"('Harry Shearer', 'Matthew Laurance')",2
"('Laraine Newman', 'Matthew Laurance')",3
"('Amy Poehler', 'Billy Crystal')",51
"('Amy Poehler', 'Jim Belushi')",23
"('Amy Poehler', 'Terry Southern')",2
"('Billy Crystal', 'Terry Southern')",2
"('Jim Belushi', 'Terry Southern')",2
"('Ana Gasteyer', 'Bobby Moynihan')",36
"('Ana Gasteyer', 'J.B. Smoove')",29
"('Ana Gasteyer', 'Jay Pharoah')",34
"('Ana Gasteyer', 'Jimmy Fallon')",63
"('Ana Gasteyer', 'Kenan Thompson')",41
"('Ana Gasteyer', 'Vanessa Bayer')",22
"('Bobby Moynihan', 'J.B. Smoove')",26
"('Bobby Moynihan', 'Jay Pharoah')",43
"('Bobby Moynihan', 'Jimmy Fallon')",41
"('Bobby Moynihan', 'Kenan Thompson')",46
"('Bobby Moynihan', 'Vanessa Bayer')",37
"('J.B. Smoove', 'Jay Pharoah')",38
"('J.B. Smoove', 'Jimmy Fallon')",32
"('J.B. Smoove', 'Kenan Thompson')",29
"('J.B. Smoove', 'Vanessa Bayer')",17
"('Jay Pharoah', 'Jimmy Fallon')",36
"('Jay Pharoah', 'Kenan Thompson')",45
"('Jay Pharoah', 'Vanessa Bayer')",27
"('Jimmy Fallon', 'Kenan Thompson')",66
"('Jimmy Fallon', 'Vanessa Bayer')",24
"('Kenan Thompson', 'Vanessa Bayer')",26
"('Ben Stiller', 'Bill Hader')",52
"('Ben Stiller', 'Tina Fey')",64
"('Bill Hader', 'Bill Murray')",39
"('Bill Hader', 'Chris Rock')",44
"('Bill Hader', 'Kristen Wiig')",77
"('Bill Hader', 'Tina Fey')",65
"('Bill Hader', 'Will Ferrell')",74
"('Bill Murray', 'Chris Rock')",47
"('Bill Murray', 'Kristen Wiig')",40
"('Bill Murray', 'Tina Fey')",51
"('Bill Murray', 'Will Ferrell')",53
"('Chris Rock', 'Tina Fey')",72
"('Kristen Wiig', 'Tina Fey')",76
"('Dan Aykroyd', 'Steve Lookner')",3
"('Ben Stiller', 'Ian Maxtone-Graham')",3
"('Ian Maxtone-Graham', 'Mike Myers')",4
"('Ian Maxtone-Graham', 'Robert Downey Jr.')",2
"('Billy Crystal', 'Jimmy Fallon')",59
"('Adam Sandler', 'Bill Murray')",48
"('Julia Louis-Dreyfus', 'Steve Lookner')",4
"('George Coe', 'Michael C. McCarthy')",5
"('J.B. Smoove', 'Michael McKean')",24
"('Anthony Michael Hall', 'Chris Kattan')",12
"('Anthony Michael Hall', 'Dana Carvey')",12
"('Anthony Michael Hall', 'Horatio Sanz')",5
"('Anthony Michael Hall', 'Jim Breuer')",7
"('Anthony Michael Hall', 'Mark McKinney')",5
"('Anthony Michael Hall', 'Michaela Watkins')",10
"('Anthony Michael Hall', 'Nora Dunn')",11
"('Chris Kattan', 'Dana Carvey')",35
"('Chris Kattan', 'Horatio Sanz')",40
"('Chris Kattan', 'Jim Breuer')",23
"('Chris Kattan', 'Mark McKinney')",16
"('Chris Kattan', 'Michaela Watkins')",10
"('Chris Kattan', 'Nora Dunn')",12
"('Chris Kattan', 'Rob Schneider')",33
"('Dana Carvey', 'Horatio Sanz')",28
"('Dana Carvey', 'Jim Breuer')",17
"('Dana Carvey', 'Mark McKinney')",12
"('Dana Carvey', 'Michaela Watkins')",13
"('Dana Carvey', 'Nora Dunn')",24
"('Dana Carvey', 'Rob Schneider')",39
"('Horatio Sanz', 'Jim Breuer')",16
"('Horatio Sanz', 'Mark McKinney')",10
"('Horatio Sanz', 'Michaela Watkins')",17
"('Horatio Sanz', 'Nora Dunn')",11
"('Horatio Sanz', 'Rob Schneider')",17
"('Jim Breuer', 'Mark McKinney')",14
"('Jim Breuer', 'Michaela Watkins')",5
"('Jim Breuer', 'Nora Dunn')",4
"('Jim Breuer', 'Rob Schneider')",17
"('Mark McKinney', 'Michaela Watkins')",5
"('Mark McKinney', 'Nora Dunn')",5
"('Mark McKinney', 'Rob Schneider')",10
"('Michaela Watkins', 'Nora Dunn')",8
"('Michaela Watkins', 'Rob Schneider')",13
"('Nora Dunn', 'Rob Schneider')",14
"('Hannibal Buress', 'Seth Meyers')",21
"('Aidy Bryant', 'Ben Stiller')",19
"('Aidy Bryant', 'Jimmy Fallon')",33
"('Aidy Bryant', 'Leslie Jones')",21
"('Aidy Bryant', 'Stephen Colbert')",22
"('Ben Stiller', 'Leslie Jones')",21
"('Jimmy Fallon', 'Leslie Jones')",30
"('Leslie Jones', 'Stephen Colbert')",23
"('Jimmy Fallon', 'Paul Shaffer')",30
"('Paul Shaffer', 'Seth Meyers')",21
"('Paul Shaffer', 'Stephen Colbert')",24
"('Melanie Graham (I)', 'Scott Wainio')",3
"('Bruce McCulloch', 'George Coe')",2
"('Bruce McCulloch', 'Michael C. McCarthy')",2
"('Bill Murray', 'Dana Carvey')",37
"('Bill Murray', 'Mike Myers')",51
"('Bill Murray', 'Pamela Stephenson')",8
"('Chevy Chase', 'Dana Carvey')",52
"('Chevy Chase', 'Mike Myers')",42
"('Chevy Chase', 'Pamela Stephenson')",7
"('Dana Carvey', 'Martin Short')",53
"('Dana Carvey', 'Mike Myers')",81
"('Dana Carvey', 'Pamela Stephenson')",6
"('Martin Short', 'Mike Myers')",58
"('Ana Gasteyer', 'Andy Samberg')",34
"('Ana Gasteyer', 'Bill Hader')",40
"('Ana Gasteyer', 'David Spade')",39
"('Ana Gasteyer', 'Michael McKean')",29
"('Andy Samberg', 'Bill Hader')",81
"('Andy Samberg', 'Michael McKean')",25
"('Bill Hader', 'David Spade')",45
"('Bill Hader', 'Michael McKean')",29
"('David Spade', 'Michael McKean')",28
"('Dan Aykroyd', 'Jason Sudeikis')",38
"('Casey Wilson', 'George Coe')",3
"('George Coe', 'Laurie Metcalf')",2
"('Laraine Newman', 'Martin Short')",27
"('Chris Redd', 'Jay Pharoah')",17
"('Chris Redd', 'Sam Jay')",13
"('Jay Pharoah', 'Sam Jay')",8
"('Billy Crystal', 'Gilda Radner')",21
"('Billy Crystal', 'Randy Quaid')",15
"('Chevy Chase', 'Gilbert Gottfried')",26
"('Chevy Chase', 'Gilda Radner')",42
"('Chevy Chase', 'Randy Quaid')",20
"('Gilbert Gottfried', 'Gilda Radner')",9
"('Gilbert Gottfried', 'Randy Quaid')",9
"('Gilda Radner', 'Randy Quaid')",8
"('Cecily Strong', 'Seth Meyers')",32
"(""Conan O'Brien"", 'Melanie Graham (I)')",2
"('David Spade', 'Dennis Miller')",36
"('Chris Rock', 'Julia Louis-Dreyfus')",51
"('Jillian Bell', 'Jordan Black')",8
"('Finesse Mitchell', 'Vanessa Middleton')",2
"('Adam Sandler', 'Bob Odenkirk')",44
"('Bill Murray', 'Bob Odenkirk')",25
"('Bob Odenkirk', 'Rob Schneider')",25
"('Bob Odenkirk', 'Robert Downey Jr.')",26
"('Bob Odenkirk', 'Will Ferrell')",48
"('Casey Wilson', 'Jon Lovitz')",13
"('Casey Wilson', 'Kenan Thompson')",27
"('Casey Wilson', 'Seth Meyers')",25
"('Jon Lovitz', 'Kenan Thompson')",20
"('Jon Lovitz', 'Seth Meyers')",22
"('Kenan Thompson', 'Seth Meyers')",72
"('Adam Sandler', 'Larry David')",29
"('Larry David', 'Will Ferrell')",40
"('Rich Hall', 'Terry Sweeney')",3
"('Chris Rock', 'Victoria Jackson')",19
"('Darrell Hammond', 'Nora Dunn')",12
"('Ana Gasteyer', 'Anthony Michael Hall')",16
"('Dean Edwards', 'Finesse Mitchell')",14
"('Dean Edwards', 'Rob Schneider')",9
"('Alan Zweibel', 'Christine Ebersole')",4
"('Alan Zweibel', 'Gilbert Gottfried')",14
"('Alan Zweibel', 'Sarah Silverman')",13
"('Christine Ebersole', 'Gilbert Gottfried')",6
"('Christine Ebersole', 'Sarah Silverman')",4
"('Amy Poehler', 'Sarah Silverman')",59
"('Sarah Silverman', 'Tina Fey')",61
"('Stephen Colbert', 'Tina Fey')",60
"('Al Franken', 'James Austin Johnson')",4
"('Chris Rock', 'John Bowman')",7
"('Chris Rock', 'Shannon Gaughan')",3
"('John Bowman', 'Shannon Gaughan')",3
"('Dan Aykroyd', 'Douglas McGrath')",3
"('J.J. Philbin', 'Michael Schur')",4
"('Adam McKay', 'Al Franken')",19
"('Adam McKay', 'Ben Stiller')",23
"('Adam McKay', 'Bob Odenkirk')",25
"('Adam McKay', 'Chris Farley')",8
"('Adam McKay', 'Chris Rock')",25
"('Adam McKay', 'Colin Quinn')",13
"('Adam McKay', 'David Spade')",23
"('Adam McKay', 'Eddie Murphy')",25
"('Adam McKay', 'Jason Sudeikis')",26
"('Adam McKay', 'Jay Pharoah')",12
"('Adam McKay', 'Jillian Bell')",13
"('Adam McKay', 'John Mulaney')",16
"('Adam McKay', 'Kevin Nealon')",17
"('Adam McKay', 'Larry David')",13
"('Adam McKay', 'Louis C.K.')",16
"('Adam McKay', 'Martin Short')",20
"('Adam McKay', 'Norm MacDonald')",15
"('Adam McKay', 'Paul Shaffer')",9
"('Adam McKay', 'Rachel Dratch')",15
"('Adam McKay', 'Robert Downey Jr.')",13
"('Adam McKay', 'Stephen Colbert')",18
"('Adam McKay', 'Will Ferrell')",110
"('Al Franken', 'Bob Odenkirk')",25
"('Al Franken', 'Chris Farley')",26
"('Al Franken', 'Colin Quinn')",26
"('Al Franken', 'Eddie Murphy')",30
"('Al Franken', 'Jay Pharoah')",14
"('Al Franken', 'Jillian Bell')",8
"('Al Franken', 'John Mulaney')",11
"('Al Franken', 'Kevin Nealon')",45
"('Al Franken', 'Larry David')",24
"('Al Franken', 'Norm MacDonald')",33
"('Al Franken', 'Rachel Dratch')",16
"('Ben Stiller', 'Chris Farley')",18
"('Ben Stiller', 'Colin Quinn')",25
"('Ben Stiller', 'Jay Pharoah')",24
"('Ben Stiller', 'Jillian Bell')",18
"('Ben Stiller', 'John Mulaney')",25
"('Ben Stiller', 'Kevin Nealon')",35
"('Ben Stiller', 'Larry David')",37
"('Ben Stiller', 'Louis C.K.')",26
"('Ben Stiller', 'Norm MacDonald')",31
"('Ben Stiller', 'Paul Shaffer')",21
"('Ben Stiller', 'Rachel Dratch')",29
"('Bob Odenkirk', 'Chris Farley')",21
"('Bob Odenkirk', 'Colin Quinn')",20
"('Bob Odenkirk', 'David Spade')",43
"('Bob Odenkirk', 'Eddie Murphy')",30
"('Bob Odenkirk', 'Jason Sudeikis')",36
"('Bob Odenkirk', 'Jay Pharoah')",23
"('Bob Odenkirk', 'Jillian Bell')",20
"('Bob Odenkirk', 'John Mulaney')",25
"('Bob Odenkirk', 'Kevin Nealon')",47
"('Bob Odenkirk', 'Larry David')",29
"('Bob Odenkirk', 'Louis C.K.')",23
"('Bob Odenkirk', 'Martin Short')",43
"('Bob Odenkirk', 'Norm MacDonald')",28
"('Bob Odenkirk', 'Paul Shaffer')",19
"('Bob Odenkirk', 'Rachel Dratch')",25
"('Chris Farley', 'Chris Rock')",37
"('Chris Farley', 'Colin Quinn')",13
"('Chris Farley', 'David Spade')",49
"('Chris Farley', 'Eddie Murphy')",25
"('Chris Farley', 'Jason Sudeikis')",19
"('Chris Farley', 'Jay Pharoah')",12
"('Chris Farley', 'Jillian Bell')",6
"('Chris Farley', 'John Mulaney')",5
"('Chris Farley', 'Kevin Nealon')",39
"('Chris Farley', 'Larry David')",12
"('Chris Farley', 'Louis C.K.')",9
"('Chris Farley', 'Martin Short')",26
"('Chris Farley', 'Norm MacDonald')",32
"('Chris Farley', 'Paul Shaffer')",11
"('Chris Farley', 'Rachel Dratch')",19
"('Chris Farley', 'Robert Downey Jr.')",15
"('Chris Farley', 'Stephen Colbert')",10
"('Chris Farley', 'Will Ferrell')",32
"('Chris Rock', 'Colin Quinn')",42
"('Chris Rock', 'Eddie Murphy')",68
"('Chris Rock', 'Jay Pharoah')",27
"('Chris Rock', 'Jillian Bell')",14
"('Chris Rock', 'John Mulaney')",22
"('Chris Rock', 'Kevin Nealon')",60
"('Chris Rock', 'Larry David')",42
"('Chris Rock', 'Paul Shaffer')",25
"('Chris Rock', 'Rachel Dratch')",31
"('Colin Quinn', 'David Spade')",33
"('Colin Quinn', 'Eddie Murphy')",22
"('Colin Quinn', 'Jason Sudeikis')",22
"('Colin Quinn', 'Jay Pharoah')",19
"('Colin Quinn', 'Jillian Bell')",10
"('Colin Quinn', 'John Mulaney')",17
"('Colin Quinn', 'Kevin Nealon')",31
"('Colin Quinn', 'Larry David')",24
"('Colin Quinn', 'Louis C.K.')",30
"('Colin Quinn', 'Martin Short')",28
"('Colin Quinn', 'Norm MacDonald')",29
"('Colin Quinn', 'Paul Shaffer')",17
"('Colin Quinn', 'Rachel Dratch')",30
"('Colin Quinn', 'Robert Downey Jr.')",15
"('Colin Quinn', 'Stephen Colbert')",23
"('Colin Quinn', 'Will Ferrell')",41
"('David Spade', 'Jason Sudeikis')",43
"('David Spade', 'Jay Pharoah')",25
"('David Spade', 'Jillian Bell')",17
"('David Spade', 'John Mulaney')",20
"('David Spade', 'Kevin Nealon')",74
"('David Spade', 'Larry David')",29
"('David Spade', 'Louis C.K.')",27
"('David Spade', 'Norm MacDonald')",52
"('David Spade', 'Paul Shaffer')",22
"('David Spade', 'Rachel Dratch')",34
"('Eddie Murphy', 'Jason Sudeikis')",43
"('Eddie Murphy', 'Jay Pharoah')",29
"('Eddie Murphy', 'Jillian Bell')",17
"('Eddie Murphy', 'John Mulaney')",21
"('Eddie Murphy', 'Kevin Nealon')",41
"('Eddie Murphy', 'Larry David')",28
"('Eddie Murphy', 'Louis C.K.')",25
"('Eddie Murphy', 'Norm MacDonald')",32
"('Eddie Murphy', 'Paul Shaffer')",21
"('Eddie Murphy', 'Rachel Dratch')",27
"('Eddie Murphy', 'Stephen Colbert')",33
"('Eddie Murphy', 'Will Ferrell')",69
"('Jason Sudeikis', 'Jay Pharoah')",41
"('Jason Sudeikis', 'Jillian Bell')",22
"('Jason Sudeikis', 'John Mulaney')",25
"('Jason Sudeikis', 'Kevin Nealon')",40
