title,media_type,imdb_link,credits_count,snl_alums,cast_count,genres,stars,num_episodes,principal_people,production_companies
Saturday Night Live: The Best of Mike Myers,"['Video', '19981998', '1h 24m']",https://www.imdb.com/title/tt0500163/,29,"['Ana Gasteyer', 'Tom Schiller', 'Dana Carvey', 'Norm MacDonald', 'Jan Hooks', 'Michael McKean', 'Cheri Oteri', 'Rob Schneider', 'Jon Lovitz', 'Chris Farley', 'Janeane Garofalo', 'Molly Shannon', 'Lorne Michaels', 'Tracy Morgan', 'Jim Breuer', 'Tim Meadows', 'Phil Hartman', 'Morwenna Banks', 'Kevin Nealon', 'Adam Sandler', 'Mike Myers', 'Chris Kattan', 'Darrell Hammond', 'Mark McKinney', 'Victoria Jackson', 'Julia Sweeney', 'Will Ferrell']",27,"['Documentary', 'Comedy']","['Mike Myers', 'Alec Baldwin', 'Morwenna Banks', 'Roseanne Barr', 'Jim Breuer', 'Leslie Carangi', 'Dana Carvey', 'Jeff Daniels', 'Danny DeVito', 'Chris Evert', 'Chris Farley', 'Will Ferrell', 'Janeane Garofalo', 'Ana Gasteyer', 'Tom Hamilton', 'Darrell Hammond', 'Tom Hanks', 'Phil Hartman']",0,"['Beth McCarthy-Miller', 'Dave Wilson', 'Tom Schiller', 'Mike Myers', 'Mike Myers', 'Alec Baldwin', 'Morwenna Banks', 'Beth McCarthy-Miller', 'Dave Wilson', 'Tom Schiller', 'Mike Myers', 'Mike Myers', 'Alec Baldwin', 'Morwenna Banks']",
Back Home Again,"['20212021', '30m']",https://www.imdb.com/title/tt10002230/,2,"['Norm MacDonald', 'Martin Short']",2,"['Animation', 'Short', 'Drama']","['Edward Asner', 'Kim Basinger', 'Bill Burr', 'Lorne Cardinal', 'Tantoo Cardinal', 'Michael J. Fox', 'Tom Green', 'Eugene Levy', 'Norm MacDonald', 'Howie Mandel', ""Catherine O'Hara"", 'Gordon Pinsent', 'Jeremy Renner', 'Sherri Shepherd', 'Martin Short', 'Mena Suvari', 'Scott Thompson', 'Marlon Wayans']",0,"['Michael Mankowski', 'Michael Mankowski', 'Edward Asner', 'Kim Basinger', 'Bill Burr', 'Michael Mankowski', 'Michael Mankowski', 'Edward Asner', 'Kim Basinger', 'Bill Burr']",
Klaus,"['20192019', 'PGPG', '1h 36m']",https://www.imdb.com/title/tt4729430/,2,"['Norm MacDonald', 'Joan Cusack']",2,"['Animation', 'Adventure', 'Comedy']","['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Will Sasso', 'Neda Margrethe Labba', 'Sergio Pablos', 'Norm MacDonald', 'Joan Cusack', 'Evan Agos', 'Sky Alexis', 'Jaeden Bettencourt', 'Teddy Blum', 'Mila Brener', 'Sydney Brower', 'Finn Carr', 'Kendall Joy Hall', 'Hailey Hermida', 'Lexie Holland']",0,"['Sergio Pablos', 'Carlos Martínez López', 'Sergio Pablos', 'Jim Mahoney', 'Zach Lewis', 'Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Sergio Pablos', 'Carlos Martínez López', 'Sergio Pablos', 'Jim Mahoney', 'Zach Lewis', 'Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones']","['The SPA Studios', 'Atresmedia Cine', 'Netflix Animation', '']"
The Middle,"['TV Series', '2009–20182009–2018', 'TV-PGTV-PG', '22m']",https://www.imdb.com/title/tt1442464/,7,"['Molly Shannon', 'Rachel Dratch', 'Norm MacDonald', 'Chris Kattan', 'Brian Doyle-Murray', 'Casey Wilson', 'David Koechner']",7,"['Comedy', 'Family']","['Patricia Heaton', 'Eden Sher', 'Neil Flynn', 'Charlie McDermott', 'Atticus Shaffer', 'Beau Wirick', 'Brock Ciarlelli', 'Chris Kattan', 'Jen Ray', 'John Gammon', 'Tommy Bechtold', 'Daniela Bobadilla', 'Alphonso McAuley', 'Blaine Saunders', 'Brian Doyle-Murray', 'Pat Finn', 'Casey Burke', ""Sean O'Bryan""]",215,"['Eileen Heisler', 'DeAnn Heline', 'Patricia Heaton', 'Eden Sher', 'Neil Flynn', 'Eileen Heisler', 'DeAnn Heline', 'Patricia Heaton', 'Eden Sher', 'Neil Flynn']","['Blackie and Blondie Productions', 'Warner Bros. Television', '']"
Real Rob,"['TV Series', '2015– 2015– ', 'TV-MATV-MA', '30m']",https://www.imdb.com/title/tt3741346/,9,"['Adam Sandler', 'Norm MacDonald', 'Chris Kattan', 'Rob Schneider', 'Jeff Richards (III)', 'David Spade']",6,['Comedy'],"['Rob Schneider', 'Patricia Maya Schneider', 'Jamie Lissow', 'Miranda Scarlett Schneider', 'Max Amini', 'Andrei Aldochine', 'Adam Korson', 'Carlo Mendez', 'Haylie Duff', 'Kym Jackson', 'Damon Sementilli', 'Leigh-Allyn Baker', 'Neil Klemow', 'Monty Franklin', 'Vanessa Lyon', 'Earl Skakel', 'Candice Moll', 'Keith Andreen']",17,"['Rob Schneider', 'Patricia Maya Schneider', 'Jamie Lissow', 'Rob Schneider', 'Patricia Maya Schneider', 'Jamie Lissow']",
The Adventures of Panda Warrior,"['20122012', 'PGPG', '1h 18m']",https://www.imdb.com/title/tt5779650/,2,"['Rob Schneider', 'Norm MacDonald']",2,"['Animation', 'Action', 'Adventure']","['Rob Schneider', 'Haylie Duff', 'Norm MacDonald', 'Lauren Elizabeth', 'Tom Kenny', 'Jamieson Price', 'Michael Sorich', 'Spike Spencer', 'Tom Fahn', 'Wendee Lee', 'Michael McConnohie', 'Derek Stephen Prince', 'Amanda Céline Miller', 'Ben Pronsky', 'Alexander Aaron Brooker', 'Jun Hu', 'Tze-Chung Lam', 'Hao Yu Lan']",0,"['Kwok-Shing Lo', 'Fung Lam', 'Yiu-Kuen Ng', 'Rob Schneider', 'Haylie Duff', 'Norm MacDonald', 'Kwok-Shing Lo', 'Fung Lam', 'Yiu-Kuen Ng', 'Rob Schneider', 'Haylie Duff', 'Norm MacDonald']","['Huanxu Cultural Media', 'Legendtoonland', '']"
Jack and Jill,"['20112011', 'PGPG', '1h 31m']",https://www.imdb.com/title/tt0810913/,12,"['Dana Carvey', 'Adam Sandler', 'Norm MacDonald', 'Steve Koren', 'Tim Meadows', 'Tim Herlihy', 'David Spade', 'Robert Smigel']",8,['Comedy'],"['Adam Sandler', 'Katie Holmes', 'Al Pacino', 'Elodie Tougne', 'Rohan Chand', 'Eugenio Derbez', 'David Spade', 'Nick Swardson', 'Tim Meadows', 'Allen Covert', 'Norm MacDonald', 'Geoff Pierson', 'Valerie Mahaffey', 'Gary Valentine', 'Dana Carvey', 'Regis Philbin', 'Gad Elmaleh', 'Dan Patrick']",0,"['Dennis Dugan', 'Ben Zook', 'Steve Koren', 'Adam Sandler', 'Adam Sandler', 'Katie Holmes', 'Al Pacino', 'Dennis Dugan', 'Ben Zook', 'Steve Koren', 'Adam Sandler', 'Adam Sandler', 'Katie Holmes', 'Al Pacino']","['Columbia Pictures', 'Happy Madison Productions', 'Broken Road Productions', '']"
Grown Ups,"['20102010', 'PG-13PG-13', '1h 42m']",https://www.imdb.com/title/tt1375670/,14,"['Steve Koren', 'Fred Wolf', 'Adam Sandler', 'Norm MacDonald', 'Maya Rudolph', 'Rob Schneider', 'Colin Quinn', 'Chris Rock', 'Tim Meadows', 'Tim Herlihy', 'David Spade']",11,['Comedy'],"['Adam Sandler', 'Salma Hayek', 'Kevin James', 'Chris Rock', 'David Spade', 'Rob Schneider', 'Maria Bello', 'Maya Rudolph', 'Joyce Van Patten', 'Ebony Jo-Ann', 'Di Quon', 'Steve Buscemi', 'Colin Quinn', 'Tim Meadows', 'Madison Riley', 'Jamie Chung', 'Ashley Loren', 'Jake Goldberg']",0,"['Dennis Dugan', 'Adam Sandler', 'Fred Wolf', 'Adam Sandler', 'Salma Hayek', 'Kevin James', 'Dennis Dugan', 'Adam Sandler', 'Fred Wolf', 'Adam Sandler', 'Salma Hayek', 'Kevin James']","['Columbia Pictures', 'Relativity Media', 'Happy Madison Productions', '']"
Fairly OddParents,"['TV Series', '2001–20172001–2017', 'TV-Y7TV-Y7', '30m']",https://www.imdb.com/title/tt0235918/,6,"['Dana Carvey', 'Gilbert Gottfried', 'Norm MacDonald', 'Laraine Newman', 'Julia Louis-Dreyfus', 'Cheri Oteri']",6,"['Animation', 'Adventure', 'Comedy']","['Tara Strong', 'Susanne Blakeslee', 'Daran Norris', 'Carlos Alazraqui', 'Grey Griffin', 'Anna Silvetti', 'Jim Ward', 'Dee Bradley Baker', 'Sergio Sáez', 'Gary LeRoi Gray', 'Rob Paulsen', 'Jason Marsden', 'Butch Hartman', 'Dionne Quan', 'Faith S. Abrahams', 'Frankie Muniz', 'Maddie Taylor', 'Kevin Michael Richardson']",159,"['Butch Hartman', 'Bob Boyle', 'Tara Strong', 'Susanne Blakeslee', 'Daran Norris', 'Butch Hartman', 'Bob Boyle', 'Tara Strong', 'Susanne Blakeslee', 'Daran Norris']","['Billionfold', 'Nelvana Enterprises', 'Frederator Studios', '']"
Screwed,"['20002000', 'PG-13PG-13', '1h 21m']",https://www.imdb.com/title/tt0156323/,2,"['Norm MacDonald', 'Sarah Silverman']",2,"['Comedy', 'Crime']","['Norm MacDonald', 'Dave Chappelle', 'Elaine Stritch', 'Danny DeVito', 'Daniel Benzali', 'Sherman Hemsley', 'Sarah Silverman', 'Malcolm Stewart', 'Lochlyn Munro', 'Brent Chapman', 'Brian Jensen', 'Shawn Macdonald', 'Kelly Fiddick', 'Helena Yea', 'Lorenzo Campbell', 'Damon Thornton', 'Lorena Gale', 'Sue Astley']",0,"['Scott Alexander', 'Larry Karaszewski', 'Scott Alexander', 'Larry Karaszewski', 'Norm MacDonald', 'Dave Chappelle', 'Elaine Stritch', 'Scott Alexander', 'Larry Karaszewski', 'Scott Alexander', 'Larry Karaszewski', 'Norm MacDonald', 'Dave Chappelle', 'Elaine Stritch']","['Universal Pictures', 'Robert Simonds Productions', '']"
Man on the Moon,"['19991999', 'RR', '1h 58m']",https://www.imdb.com/title/tt0125664/,5,"['Lorne Michaels', 'Paul Shaffer', 'Norm MacDonald', 'Rich Hall', 'David Koechner']",5,"['Biography', 'Comedy', 'Drama']","['Jim Carrey', 'Danny DeVito', 'Gerry Becker', 'Greyson Erik Pendry', 'Brittany Colonna', 'Leslie Lyles', 'Bobby Boriello', 'George Shapiro', 'Budd Friedman', 'Tom Dreesen', 'Thomas Armbruster', 'Pamela Abdy', 'Wendy Polland', 'Cash Oshman', 'Matt Price', 'Christina Cabot', 'Richard Belzer', 'Melanie Vesey']",0,"['Milos Forman', 'Scott Alexander', 'Larry Karaszewski', 'Jim Carrey', 'Danny DeVito', 'Gerry Becker', 'Milos Forman', 'Scott Alexander', 'Larry Karaszewski', 'Jim Carrey', 'Danny DeVito', 'Gerry Becker']","['Universal Pictures', 'Mutual Film Company', 'Jersey Films', '']"
Dirty Work,"['19981998', 'PG-13PG-13', '1h 22m']",https://www.imdb.com/title/tt0120654/,10,"['James Downey (I)', 'Fred Wolf', 'Adam Sandler', 'Norm MacDonald', 'Frank Sebastiano', 'Chevy Chase', 'David Koechner', 'Chris Farley']",8,['Comedy'],"['Norm MacDonald', 'Jack Warden', 'Artie Lange', 'Traylor Howard', 'Don Rickles', 'Christopher McDonald', 'Chevy Chase', 'Bradley Reid', 'Matt Steinberg', 'Joseph Sicilia', 'Austin Pool', 'Gerry Mendicino', 'A. Frank Ruffo', 'Hrant Alianak', 'Michael Vollans', 'Grant Nickalls', 'Deborah Hinderstein', 'Scott Gibson']",0,"['Bob Saget', 'Frank Sebastiano', 'Norm MacDonald', 'Fred Wolf', 'Norm MacDonald', 'Jack Warden', 'Artie Lange', 'Bob Saget', 'Frank Sebastiano', 'Norm MacDonald', 'Fred Wolf', 'Norm MacDonald', 'Jack Warden', 'Artie Lange']","['Metro-Goldwyn-Mayer (MGM)', 'Robert Simonds Productions', 'Brillstein-Grey Entertainment', '']"
The Larry Sanders Show,"['TV Series', '1992–19981992–1998', 'TV-MATV-MA', '30m']",https://www.imdb.com/title/tt0103466/,26,"['Jim Belushi', 'Bob Odenkirk', 'Billy Crystal', 'Ben Stiller', 'Colin Quinn', 'Carol Leifer', 'Dana Carvey', 'Norm MacDonald', 'Rosie Shuster', 'Jon Lovitz', 'Chris Farley', 'David Spade', 'Janeane Garofalo', 'Al Franken', 'Chris Elliott', 'Sarah Silverman', 'Chevy Chase', 'Adam Resnick', 'Mary Gross', 'Phil Hartman', 'Kevin Nealon', 'Adam Sandler', 'Jon Vitti']",23,['Comedy'],"['Garry Shandling', 'Jeffrey Tambor', 'Wallace Langham', 'Rip Torn', 'Penny Johnson Jerald', 'Janeane Garofalo', 'Linda Doucett', 'Sid Newman', 'Scott Thompson', 'Jeremy Piven', 'Kathryn Harrold', 'Mary Lynn Rajskub', 'Megan Gallagher', 'Bob Odenkirk', 'Deborah May', 'John Riggi', 'Doug Ballard', 'Jon Stewart']",89,"['Dennis Klein', 'Garry Shandling', 'Garry Shandling', 'Jeffrey Tambor', 'Wallace Langham', 'Dennis Klein', 'Garry Shandling', 'Garry Shandling', 'Jeffrey Tambor', 'Wallace Langham']","['Brillstein-Grey Entertainment', 'Columbia Pictures Television', 'Columbia TriStar Television', '']"
The Jackie Thomas Show,"['TV Series', '1992–19931992–1993', '30m']",https://www.imdb.com/title/tt0103450/,4,"['Laurie Metcalf', 'Norm MacDonald', 'Bob Odenkirk', 'Chris Farley']",4,['Comedy'],"['Tom Arnold', 'Dennis Boutsikaris', 'Alison La Placa', 'Breckin Meyer', 'Michael Boatman', 'Paul Feig', 'Maryedith Burrell', 'Martin Mull', 'Jeannetta Arnette', 'Lois Bromfield', 'Leah Lail', 'Roseanne Barr', 'Philip Charles MacKenzie', 'Michael Fishman', 'Emily Kuroda', 'Ron Orbach', 'Fred Willard', 'Christopher Darga']",18,"['Brad Isaacs', 'Tom Arnold', 'Roseanne Barr', 'Tom Arnold', 'Dennis Boutsikaris', 'Alison La Placa', 'Brad Isaacs', 'Tom Arnold', 'Roseanne Barr', 'Tom Arnold', 'Dennis Boutsikaris', 'Alison La Placa']",
Norm Macdonald Has a Show,"['TV Series', '20182018', '30m']",https://www.imdb.com/title/tt8139862/,6,"['Lorne Michaels', 'Norm MacDonald', 'David Spade', 'Chevy Chase']",4,"['Comedy', 'Talk-Show']","['Norm MacDonald', 'Adam Eget', 'Michael Keaton', 'M. Night Shyamalan', 'Drew Barrymore', 'Chevy Chase', 'Jane Fonda', 'David Spade', 'Lorne Michaels', 'David Letterman', 'Judy Sheindlin', 'Billy Joe Shaver']",10,"['Norm MacDonald', 'Norm MacDonald', 'Adam Eget', 'Michael Keaton', 'Norm MacDonald', 'Norm MacDonald', 'Adam Eget', 'Michael Keaton']","['Anchor Spud Productions', 'Lionsgate Television', 'Pygmy Wolf Productions', '']"
Jay Leno's Garage,"['TV Series', '2015– 2015– ', '1h']",https://www.imdb.com/title/tt4944090/,9,"['Kevin Nealon', 'Gilbert Gottfried', 'Rob Riggle', 'Dan Aykroyd', 'Norm MacDonald', 'Billy Crystal', 'Jon Lovitz', 'David Spade', 'J.B. Smoove']",9,['Documentary'],"['Jay Leno', 'Donald Osborne', 'Tim Allen', 'Jeff Dunham', 'Alonzo Bodden', 'Gabriel Iglesias', 'Ben Collins', 'Brad Garrett', 'Adam Carolla', 'Jack Gill', 'Leslie Kendall', 'Gene Winfield', 'Beau Boeckmann', 'Alan Stulberg', 'Billy Gardell', 'Steve Hofmann', 'George Swift', 'Rod Emory']",83,"['Jay Leno', 'Donald Osborne', 'Tim Allen', 'Jay Leno', 'Donald Osborne', 'Tim Allen']","['Big Dog Productions', 'Original Productions', '']"
Talking Tech,"['Podcast Series', '2016– 2016– ']",https://www.imdb.com/title/tt15450840/,3,"['Kevin Nealon', 'Gilbert Gottfried', 'Norm MacDonald']",3,['News'],"['Jefferson Graham', 'Brett Molina', 'Mike Snider', 'Edward C. Baig', 'Rich DeMuro', 'Jamie Siminoff', 'Elizabeth Weise', 'Michelle Maltais', 'Chris Woodyard', 'Bret Kinsella', 'Eli Blumenthal', 'Gene Munster', 'Peter Csathy', 'Danny Sullivan', 'Chris Martin', 'Carly Mallenbaum', ""Adande 'Swoozie' Thorne"", 'Peter Pham']",3258,"['Jefferson Graham', 'Brett Molina', 'Mike Snider', 'Jefferson Graham', 'Brett Molina', 'Mike Snider']","['USA Today', 'Wondery', '']"
Norm Macdonald Live,"['TV Series', '2013–20172013–2017']",https://www.imdb.com/title/tt6407712/,10,"['Kevin Nealon', 'Dana Carvey', 'Gilbert Gottfried', 'Bill Hader', 'Adam Sandler', 'Norm MacDonald', 'Sarah Silverman', 'David Koechner', 'Ross Abrash', 'David Spade']",10,"['Comedy', 'Talk-Show']","['Norm MacDonald', 'Adam Eget', 'Fred Stoller', 'Gilbert Gottfried', 'Bob Einstein', 'Todd Glass', 'Sarah Silverman', 'David Letterman', 'Simon Helberg', 'Billy Bob Thornton', 'Russell Brand', 'Nick Swardson', 'Kevin Nealon', 'Tom Green', 'Andy Dick', 'Larry King', 'Adam Sandler', 'Marc Maron']",39,"['Norm MacDonald', 'Adam Eget', 'Fred Stoller', 'Norm MacDonald', 'Adam Eget', 'Fred Stoller']",
PoliticKING with Larry King,"['TV Series', '2012–20202012–2020']",https://www.imdb.com/title/tt5136220/,2,"['Jon Lovitz', 'Norm MacDonald']",2,['Talk-Show'],"['Larry King', 'Amy Holmes', 'David Jolly', 'Laura Schwartz', 'Joel Rubin', 'Reed Dickens', 'Richard Painter', 'Richard Fowler', 'Marc Ginsberg', 'Julian Epstein', 'Peter Kauffman', 'Dave Rubin', 'Bill Press', 'Courtney Kealy', 'Katrina vanden Heuvel', 'Christopher Shays', 'John Phillips', 'Ron Paul']",469,"['Larry King', 'Amy Holmes', 'David Jolly', 'Larry King', 'Amy Holmes', 'David Jolly']",
CBS This Morning,"['TV Series', '1992– 1992– ', '2h']",https://www.imdb.com/title/tt2163227/,24,"['Jason Sudeikis', 'Rachel Dratch', 'Bob Odenkirk', 'Ben Stiller', 'Colin Quinn', 'Martin Short', 'Jillian Bell', 'Norm MacDonald', 'Eddie Murphy', 'Chris Rock', 'Chris Farley', 'David Spade', 'Larry David', 'Stephen Colbert', 'Al Franken', 'Jay Pharoah', 'Paul Shaffer', 'John Mulaney', 'Robert Downey Jr.', 'Kevin Nealon', 'Louis C.K.', 'Adam McKay', 'Will Ferrell']",23,['News'],"['Gayle King', ""Norah O'Donnell"", 'Charlie Rose', 'Anthony Mason', 'Tony Dokoupil', 'John Dickerson', 'Bianna Golodryga', 'Vinita Nair', 'Vladimir Duthiers', 'Jeff Glor', 'Major Garrett', 'Nancy Cordes', 'Jan Crawford', 'Margaret Brennan', 'Erica Hill', 'Michelle Miller', 'John Miller', 'Jericka Duncan']",2500,"['Gayle King', ""Norah O'Donnell"", 'Charlie Rose', 'Gayle King', ""Norah O'Donnell"", 'Charlie Rose']",
Last Comic Standing,"['TV Series', '2003– 2003– ', '1h']",https://www.imdb.com/title/tt0364829/,11,"['Gilbert Gottfried', 'Jay Mohr', 'Norm MacDonald', 'Victoria Jackson', 'Colin Quinn', 'Hugh Fink', 'Tim Meadows', 'Jon Lovitz', 'Robert Smigel', 'J.B. Smoove']",10,"['Comedy', 'Game-Show', 'Reality-TV']","['Jay Mohr', 'Joe Rogan', 'Bill Bellamy', 'Roseanne Barr', 'Keenen Ivory Wayans', 'Jonathan Thymius', 'J.B. Smoove', 'Russell Peters', 'Nicholas Omana', 'Felipe Esparza', 'Kathleen Madigan', 'Ross Mark', 'Iliza Shlesinger', 'Chris Porter', 'Fearne Cotton', 'Louis Ramey', 'Ty Barnett', 'Krister Johnson']",109,"['Jay Mohr', 'Joe Rogan', 'Bill Bellamy', 'Jay Mohr', 'Joe Rogan', 'Bill Bellamy']","['Giraffe Productions', 'NBC Studios', 'NBC Universal Television', '']"
Q with Jian Ghomeshi,"['TV Series', '2008–20182008–2018']",https://www.imdb.com/title/tt2782810/,4,"['Bruce McCulloch', 'Paul Shaffer', 'Norm MacDonald', 'Martin Short']",4,"['News', 'Talk-Show']","['Jian Ghomeshi', 'Joni Mitchell', 'Shad', 'Damian Abraham', 'Gordon Ramsay', 'Kim Cattrall', 'David Sutcliffe', 'Walter Isaacson', 'William Shatner', 'Matthew Good', 'Neil Young', 'Piya Chattopadhyay', 'Tom Powers', 'Brent Bambury', 'Alex Trebek', 'Rick Mercer', 'MGMT', 'Billy Bragg']",72,"['Jian Ghomeshi', 'Joni Mitchell', 'Shad', 'Jian Ghomeshi', 'Joni Mitchell', 'Shad']",
Lopez Tonight,"['TV Series', '2009–20112009–2011', '1h']",https://www.imdb.com/title/tt1489432/,9,"[""Conan O'Brien"", 'Larry David', 'Tracy Morgan', 'Louis C.K.', 'Norm MacDonald', 'Ray James', 'J.B. Smoove', 'Ross Abrash', 'Will Ferrell']",9,"['Comedy', 'Talk-Show']","['George Lopez', 'Alex Al', 'Kyle Benham', 'Kara R. Stribling', 'Evan Kishiyama', 'Jill Bartlett', 'Lance Solo', 'Anna Hanson', 'Michael Bearden', 'Eva Longoria', 'Eva Mendes', 'Karen Y. McClain', 'Zachary Levi', 'Jamie Foxx', 'Metta World Peace', 'Aubrey Plaza', 'Arsenio Hall', 'LMFAO']",450,"['George Lopez', 'Alex Al', 'Kyle Benham', 'George Lopez', 'Alex Al', 'Kyle Benham']","['2.2 Productions', 'ParaMedia', 'Telepictures Productions', '']"
Match Game,"['TV Special', '20082008']",https://www.imdb.com/title/tt2448650/,3,"['Norm MacDonald', 'Robert Smigel', 'Sarah Silverman']",3,"['Comedy', 'Game-Show']","['Andy Daly', 'Bob Einstein', 'Rashida Jones', 'Norm MacDonald', 'Niecy Nash', 'Sarah Silverman', 'Scott Thompson']",0,"['Richard Dipirro', 'Andy Daly', 'Bob Einstein', 'Rashida Jones', 'Richard Dipirro', 'Andy Daly', 'Bob Einstein', 'Rashida Jones']","['Fremantle', 'Turner Broadcasting System (TBS)', '']"
Who Wants to Be a Millionaire,"['TV Series', '1999–20201999–2020', 'TV-GTV-G', '1h']",https://www.imdb.com/title/tt0211178/,9,"['Kevin Nealon', 'Dana Carvey', 'Leslie Fuller (III)', 'Norm MacDonald', 'Ben Stiller', 'Chevy Chase', 'Laura Kightlinger', 'Jon Lovitz', 'Martin Short']",9,['Game-Show'],"['Regis Philbin', 'John Carpenter', 'Meredith Vieira', 'Jimmy Kimmel', 'Michael Shutterly', 'Ed Toutant', 'Stephanie Girardi', 'Tom Ashton', 'Martin Short', 'Doug Van Gundy', 'Rick Rosner', 'Joe Trela', 'Norm MacDonald', 'Drew Carey', 'Rob Coughlin', 'Tim Shields', 'Dan Blonsky', 'Alfre Woodard']",382,"['Regis Philbin', 'John Carpenter', 'Meredith Vieira', 'Regis Philbin', 'John Carpenter', 'Meredith Vieira']","['Buena Vista Television', 'Celador Productions', 'Valleycrest Productions Inc.', '']"
The Howard Stern Radio Show,"['TV Series', '1998–20011998–2001']",https://www.imdb.com/title/tt0165319/,12,"[""Conan O'Brien"", 'Gilbert Gottfried', 'Al Franken', 'Damon Wayans', 'Dan Aykroyd', 'Norm MacDonald', 'Billy Crystal', 'Michael McKean', 'Ben Stiller', 'Chevy Chase', 'Chris Rock', 'David Spade']",12,['Talk-Show'],"['Howard Stern', 'Robin Quivers', 'Kelsa Kinsly', 'Crackhead Bob', 'Elephant Boy', 'John Melendez', 'Gary the Retard', 'Scott Salem', 'Nicole Bass', 'Pamela Anderson', 'Kendra Jade', 'Gilbert Gottfried', 'Steve Austin', 'High Pitch Erik', 'Ronnie Mund', 'Amy Lynn Baxter', 'Kevin Makely', 'Bill Maher']",86,"['Howard Stern', 'Robin Quivers', 'Kelsa Kinsly', 'Howard Stern', 'Robin Quivers', 'Kelsa Kinsly']","['Eyemark Entertainment', 'Visual Frontier Inc.', '']"
Politically Incorrect,"['TV Series', '1993–20021993–2002', 'TV-14TV-14', '30m']",https://www.imdb.com/title/tt0108897/,17,"['Kevin Nealon', 'Janeane Garofalo', 'John DeBellis', 'Al Franken', 'Alan Zweibel', 'Andrew Smith (III)', 'Norm MacDonald', 'Sarah Silverman', 'Victoria Jackson', 'Michael McKean', 'Rich Hall', 'Chris Rock', 'Chris Farley', 'Martin Short']",14,"['Comedy', 'News', 'Talk-Show']","['Bill Maher', ""Christine O'Donnell"", 'Lisa Ann Walter', 'Michael McKean', 'Bob Enyart', 'Lynn Snowden', 'Brad Keena', 'Dean Cain', 'Micky Dolenz', 'Morgan Fairchild', 'Rachael Leigh Cook', 'Trina McGee', 'Todd Rundgren', 'Shang Forbes', 'Alicia Witt', 'Elisa Donovan', 'Majandra Delfino', 'Jimmy Kimmel']",2266,"['Bill Maher', 'Bill Maher', ""Christine O'Donnell"", 'Lisa Ann Walter', 'Bill Maher', 'Bill Maher', ""Christine O'Donnell"", 'Lisa Ann Walter']","['American Broadcasting Company (ABC)', 'Brad Grey Television', 'Brillstein-Grey Entertainment', '']"
Nerdrotic,"['TV Series', '2016– 2016– ']",https://www.imdb.com/title/tt11101140/,4,"['Robert Downey Jr.', 'Sarah Silverman', 'Norm MacDonald', 'Will Ferrell']",4,['Talk-Show'],"['Gary Buechler', 'Doomcock', 'Sarah Graham', 'Bowlestrek', 'Az', 'Melissa Wagner', 'Marc Scott Zicree', 'Ian David Diaz', 'Dennis Bithoulkas', 'Callum Edmunds', 'Shad M. Brooks']",99,"['Gary Buechler', 'Doomcock', 'Sarah Graham', 'Gary Buechler', 'Doomcock', 'Sarah Graham']",
The Anthony Cumia Show,"['TV Series', '2014– 2014– ']",https://www.imdb.com/title/tt5103810/,3,"['Dan Aykroyd', 'Gilbert Gottfried', 'Norm MacDonald']",3,"['Comedy', 'News', 'Talk-Show']","['Anthony Cumia', 'Dave Landau', 'Joey Borelli', 'Neil deGrasse Tyson', 'Kris Fried', 'Tom McCaffrey', 'Derek Richards', 'Michael Malice', 'Jim Norton', 'Alex Jones', 'Dan Aykroyd', 'Artie Lange', 'Joe Rogan', 'Joe DeVito', 'Donald Trump Jr.', 'T.J. Miller', 'Kevin Sorbo', 'Gilbert Gottfried']",27,"['Anthony Cumia', 'Dave Landau', 'Joey Borelli', 'Anthony Cumia', 'Dave Landau', 'Joey Borelli']","['Compound Media', 'Half Life', '']"
WatchMojo,"['TV Series', '2006– 2006– ', 'TV-14TV-14']",https://www.imdb.com/title/tt2070564/,7,"[""Conan O'Brien"", 'Stephen Colbert', 'Louis C.K.', 'Adam Sandler', 'Norm MacDonald', 'Chris Rock', 'Will Ferrell']",7,"['Comedy', 'Talk-Show']","['Rebecca Brayton', 'Phoebe De Jeu', 'Ryan', 'Callum Janes', 'Josh McLean', 'Dan Paradis', 'Adrian Sousa', 'Kirsten Ria', 'Stephanie Ng Wan', 'Patrizio Sanzari', 'Keisha Howard', 'Nolan North', 'Tom Aglio', 'Troy Baker', 'Peter', 'Peter', 'Danny MAlin', 'David Usher']",6860,"['Rebecca Brayton', 'Phoebe De Jeu', 'Ryan', 'Rebecca Brayton', 'Phoebe De Jeu', 'Ryan']",
