Weight,Source,Target
20,Ben Stiller,Phil Hartman
38,Ben Stiller,Seth Meyers
104,Ben Stiller,Will Ferrell
49,Chris Rock,Dan Aykroyd
38,Chris Rock,Fred Armisen
75,Chris Rock,Jimmy Fallon
2,Chris Rock,Judith Belushi-Pisano
47,Chris Rock,Lorne Michaels
1,Chris Rock,Peter Aykroyd
33,Chris Rock,Phil Hartman
53,Chris Rock,Rob Schneider
56,Chris Rock,Robert Downey Jr.
70,Conan O'Brien,Jimmy Fallon
2,Conan O'Brien,Judith Belushi-Pisano
31,Conan O'Brien,Kristen Wiig
38,Conan O'Brien,Lorne Michaels
1,Conan O'Brien,Peter Aykroyd
21,Conan O'Brien,Phil Hartman
40,Conan O'Brien,Seth Meyers
35,Dan Aykroyd,Fred Armisen
53,Dan Aykroyd,Jimmy Fallon
15,Dan Aykroyd,Judith Belushi-Pisano
38,Dan Aykroyd,Kristen Wiig
75,Dan Aykroyd,Lorne Michaels
10,Dan Aykroyd,Peter Aykroyd
43,Dan Aykroyd,Phil Hartman
35,Dan Aykroyd,Seth Meyers
23,Dan Aykroyd,Stephen Colbert
38,David Spade,Fred Armisen
66,David Spade,Jimmy Fallon
1,David Spade,Judith Belushi-Pisano
35,David Spade,Kristen Wiig
48,David Spade,Lorne Michaels
2,David Spade,Peter Aykroyd
37,David Spade,Phil Hartman
39,David Spade,Stephen Colbert
63,Fred Armisen,Jimmy Fallon
1,Fred Armisen,Judith Belushi-Pisano
61,Fred Armisen,Kristen Wiig
69,Fred Armisen,Lorne Michaels
1,Fred Armisen,Peter Aykroyd
22,Fred Armisen,Phil Hartman
25,Fred Armisen,Rob Schneider
22,Fred Armisen,Robert Downey Jr.
70,Fred Armisen,Seth Meyers
73,Fred Armisen,Will Ferrell
4,Jimmy Fallon,Judith Belushi-Pisano
66,Jimmy Fallon,Kristen Wiig
77,Jimmy Fallon,Lorne Michaels
1,Jimmy Fallon,Peter Aykroyd
30,Jimmy Fallon,Phil Hartman
42,Jimmy Fallon,Rob Schneider
91,Jimmy Fallon,Seth Meyers
97,Jimmy Fallon,Will Ferrell
1,Judith Belushi-Pisano,Kristen Wiig
6,Judith Belushi-Pisano,Lorne Michaels
2,Judith Belushi-Pisano,Peter Aykroyd
2,Judith Belushi-Pisano,Phil Hartman
3,Judith Belushi-Pisano,Rob Schneider
3,Judith Belushi-Pisano,Robert Downey Jr.
1,Judith Belushi-Pisano,Seth Meyers
1,Judith Belushi-Pisano,Stephen Colbert
2,Judith Belushi-Pisano,Will Ferrell
47,Kristen Wiig,Lorne Michaels
1,Kristen Wiig,Peter Aykroyd
19,Kristen Wiig,Phil Hartman
20,Kristen Wiig,Rob Schneider
38,Kristen Wiig,Robert Downey Jr.
59,Kristen Wiig,Seth Meyers
39,Kristen Wiig,Stephen Colbert
86,Kristen Wiig,Will Ferrell
3,Lorne Michaels,Peter Aykroyd
55,Lorne Michaels,Phil Hartman
29,Lorne Michaels,Rob Schneider
17,Lorne Michaels,Robert Downey Jr.
66,Lorne Michaels,Seth Meyers
22,Lorne Michaels,Stephen Colbert
76,Lorne Michaels,Will Ferrell
2,Peter Aykroyd,Phil Hartman
1,Peter Aykroyd,Rob Schneider
1,Peter Aykroyd,Robert Downey Jr.
1,Peter Aykroyd,Seth Meyers
1,Peter Aykroyd,Stephen Colbert
1,Peter Aykroyd,Will Ferrell
31,Phil Hartman,Rob Schneider
14,Phil Hartman,Robert Downey Jr.
24,Phil Hartman,Seth Meyers
11,Phil Hartman,Stephen Colbert
41,Phil Hartman,Will Ferrell
22,Rob Schneider,Seth Meyers
17,Rob Schneider,Stephen Colbert
25,Robert Downey Jr.,Seth Meyers
65,Seth Meyers,Stephen Colbert
72,Seth Meyers,Will Ferrell
16,Christopher Guest,Paul Shaffer
44,Mike Myers,Rob Schneider
20,Chris Kattan,David Koechner
11,Chris Kattan,Hannibal Buress
30,Chris Kattan,Jon Lovitz
14,David Koechner,Hannibal Buress
21,David Koechner,Jon Lovitz
11,Hannibal Buress,Jon Lovitz
7,Adam Sandler,Pamela Stephenson
57,Chris Rock,Martin Short
6,Chris Rock,Pamela Stephenson
23,David Spade,Kate McKinnon
5,David Spade,Pamela Stephenson
33,Kate McKinnon,Martin Short
3,Kate McKinnon,Pamela Stephenson
40,Kate McKinnon,Will Ferrell
8,Martin Short,Pamela Stephenson
44,Gilbert Gottfried,Sarah Silverman
5,Gary Kroeger,Harry Shearer
4,Gary Kroeger,Laraine Newman
1,Gary Kroeger,Matthew Laurance
21,Harry Shearer,Laraine Newman
1,Harry Shearer,Matthew Laurance
2,Laraine Newman,Matthew Laurance
50,Amy Poehler,Billy Crystal
22,Amy Poehler,Jim Belushi
1,Amy Poehler,Terry Southern
1,Billy Crystal,Terry Southern
1,Jim Belushi,Terry Southern
35,Ana Gasteyer,Bobby Moynihan
28,Ana Gasteyer,J.B. Smoove
33,Ana Gasteyer,Jay Pharoah
62,Ana Gasteyer,Jimmy Fallon
40,Ana Gasteyer,Kenan Thompson
21,Ana Gasteyer,Vanessa Bayer
25,Bobby Moynihan,J.B. Smoove
42,Bobby Moynihan,Jay Pharoah
40,Bobby Moynihan,Jimmy Fallon
45,Bobby Moynihan,Kenan Thompson
36,Bobby Moynihan,Vanessa Bayer
37,J.B. Smoove,Jay Pharoah
31,J.B. Smoove,Jimmy Fallon
28,J.B. Smoove,Kenan Thompson
16,J.B. Smoove,Vanessa Bayer
35,Jay Pharoah,Jimmy Fallon
44,Jay Pharoah,Kenan Thompson
26,Jay Pharoah,Vanessa Bayer
65,Jimmy Fallon,Kenan Thompson
23,Jimmy Fallon,Vanessa Bayer
25,Kenan Thompson,Vanessa Bayer
51,Ben Stiller,Bill Hader
63,Ben Stiller,Tina Fey
38,Bill Hader,Bill Murray
43,Bill Hader,Chris Rock
76,Bill Hader,Kristen Wiig
64,Bill Hader,Tina Fey
73,Bill Hader,Will Ferrell
46,Bill Murray,Chris Rock
39,Bill Murray,Kristen Wiig
50,Bill Murray,Tina Fey
52,Bill Murray,Will Ferrell
71,Chris Rock,Tina Fey
75,Kristen Wiig,Tina Fey
2,Dan Aykroyd,Steve Lookner
2,Ben Stiller,Ian Maxtone-Graham
3,Ian Maxtone-Graham,Mike Myers
1,Ian Maxtone-Graham,Robert Downey Jr.
58,Billy Crystal,Jimmy Fallon
47,Adam Sandler,Bill Murray
3,Julia Louis-Dreyfus,Steve Lookner
4,George Coe,Michael C. McCarthy
23,J.B. Smoove,Michael McKean
11,Anthony Michael Hall,Chris Kattan
11,Anthony Michael Hall,Dana Carvey
4,Anthony Michael Hall,Horatio Sanz
6,Anthony Michael Hall,Jim Breuer
4,Anthony Michael Hall,Mark McKinney
9,Anthony Michael Hall,Michaela Watkins
10,Anthony Michael Hall,Nora Dunn
34,Chris Kattan,Dana Carvey
39,Chris Kattan,Horatio Sanz
22,Chris Kattan,Jim Breuer
15,Chris Kattan,Mark McKinney
9,Chris Kattan,Michaela Watkins
11,Chris Kattan,Nora Dunn
32,Chris Kattan,Rob Schneider
27,Dana Carvey,Horatio Sanz
16,Dana Carvey,Jim Breuer
11,Dana Carvey,Mark McKinney
12,Dana Carvey,Michaela Watkins
23,Dana Carvey,Nora Dunn
38,Dana Carvey,Rob Schneider
15,Horatio Sanz,Jim Breuer
9,Horatio Sanz,Mark McKinney
16,Horatio Sanz,Michaela Watkins
10,Horatio Sanz,Nora Dunn
16,Horatio Sanz,Rob Schneider
13,Jim Breuer,Mark McKinney
4,Jim Breuer,Michaela Watkins
3,Jim Breuer,Nora Dunn
16,Jim Breuer,Rob Schneider
4,Mark McKinney,Michaela Watkins
4,Mark McKinney,Nora Dunn
9,Mark McKinney,Rob Schneider
7,Michaela Watkins,Nora Dunn
12,Michaela Watkins,Rob Schneider
13,Nora Dunn,Rob Schneider
20,Hannibal Buress,Seth Meyers
18,Aidy Bryant,Ben Stiller
32,Aidy Bryant,Jimmy Fallon
20,Aidy Bryant,Leslie Jones
21,Aidy Bryant,Stephen Colbert
20,Ben Stiller,Leslie Jones
29,Jimmy Fallon,Leslie Jones
22,Leslie Jones,Stephen Colbert
29,Jimmy Fallon,Paul Shaffer
20,Paul Shaffer,Seth Meyers
23,Paul Shaffer,Stephen Colbert
2,Melanie Graham (I),Scott Wainio
1,Bruce McCulloch,George Coe
1,Bruce McCulloch,Michael C. McCarthy
36,Bill Murray,Dana Carvey
50,Bill Murray,Mike Myers
7,Bill Murray,Pamela Stephenson
51,Chevy Chase,Dana Carvey
41,Chevy Chase,Mike Myers
6,Chevy Chase,Pamela Stephenson
52,Dana Carvey,Martin Short
80,Dana Carvey,Mike Myers
5,Dana Carvey,Pamela Stephenson
57,Martin Short,Mike Myers
33,Ana Gasteyer,Andy Samberg
39,Ana Gasteyer,Bill Hader
38,Ana Gasteyer,David Spade
28,Ana Gasteyer,Michael McKean
80,Andy Samberg,Bill Hader
24,Andy Samberg,Michael McKean
44,Bill Hader,David Spade
28,Bill Hader,Michael McKean
27,David Spade,Michael McKean
37,Dan Aykroyd,Jason Sudeikis
2,Casey Wilson,George Coe
1,George Coe,Laurie Metcalf
26,Laraine Newman,Martin Short
16,Chris Redd,Jay Pharoah
12,Chris Redd,Sam Jay
7,Jay Pharoah,Sam Jay
20,Billy Crystal,Gilda Radner
14,Billy Crystal,Randy Quaid
25,Chevy Chase,Gilbert Gottfried
41,Chevy Chase,Gilda Radner
19,Chevy Chase,Randy Quaid
8,Gilbert Gottfried,Gilda Radner
8,Gilbert Gottfried,Randy Quaid
7,Gilda Radner,Randy Quaid
31,Cecily Strong,Seth Meyers
1,Conan O'Brien,Melanie Graham (I)
35,David Spade,Dennis Miller
50,Chris Rock,Julia Louis-Dreyfus
7,Jillian Bell,Jordan Black
1,Finesse Mitchell,Vanessa Middleton
43,Adam Sandler,Bob Odenkirk
24,Bill Murray,Bob Odenkirk
24,Bob Odenkirk,Rob Schneider
25,Bob Odenkirk,Robert Downey Jr.
47,Bob Odenkirk,Will Ferrell
12,Casey Wilson,Jon Lovitz
26,Casey Wilson,Kenan Thompson
24,Casey Wilson,Seth Meyers
19,Jon Lovitz,Kenan Thompson
21,Jon Lovitz,Seth Meyers
71,Kenan Thompson,Seth Meyers
28,Adam Sandler,Larry David
39,Larry David,Will Ferrell
2,Rich Hall,Terry Sweeney
18,Chris Rock,Victoria Jackson
11,Darrell Hammond,Nora Dunn
15,Ana Gasteyer,Anthony Michael Hall
13,Dean Edwards,Finesse Mitchell
8,Dean Edwards,Rob Schneider
3,Alan Zweibel,Christine Ebersole
13,Alan Zweibel,Gilbert Gottfried
12,Alan Zweibel,Sarah Silverman
5,Christine Ebersole,Gilbert Gottfried
3,Christine Ebersole,Sarah Silverman
58,Amy Poehler,Sarah Silverman
60,Sarah Silverman,Tina Fey
59,Stephen Colbert,Tina Fey
3,Al Franken,James Austin Johnson
6,Chris Rock,John Bowman
2,Chris Rock,Shannon Gaughan
2,John Bowman,Shannon Gaughan
2,Dan Aykroyd,Douglas McGrath
3,J.J. Philbin,Michael Schur
18,Adam McKay,Al Franken
22,Adam McKay,Ben Stiller
24,Adam McKay,Bob Odenkirk
7,Adam McKay,Chris Farley
24,Adam McKay,Chris Rock
12,Adam McKay,Colin Quinn
22,Adam McKay,David Spade
24,Adam McKay,Eddie Murphy
25,Adam McKay,Jason Sudeikis
11,Adam McKay,Jay Pharoah
12,Adam McKay,Jillian Bell
15,Adam McKay,John Mulaney
16,Adam McKay,Kevin Nealon
12,Adam McKay,Larry David
15,Adam McKay,Louis C.K.
19,Adam McKay,Martin Short
14,Adam McKay,Norm MacDonald
8,Adam McKay,Paul Shaffer
14,Adam McKay,Rachel Dratch
12,Adam McKay,Robert Downey Jr.
17,Adam McKay,Stephen Colbert
109,Adam McKay,Will Ferrell
24,Al Franken,Bob Odenkirk
25,Al Franken,Chris Farley
25,Al Franken,Colin Quinn
29,Al Franken,Eddie Murphy
13,Al Franken,Jay Pharoah
7,Al Franken,Jillian Bell
10,Al Franken,John Mulaney
44,Al Franken,Kevin Nealon
23,Al Franken,Larry David
32,Al Franken,Norm MacDonald
15,Al Franken,Rachel Dratch
17,Ben Stiller,Chris Farley
24,Ben Stiller,Colin Quinn
23,Ben Stiller,Jay Pharoah
17,Ben Stiller,Jillian Bell
24,Ben Stiller,John Mulaney
34,Ben Stiller,Kevin Nealon
36,Ben Stiller,Larry David
25,Ben Stiller,Louis C.K.
30,Ben Stiller,Norm MacDonald
20,Ben Stiller,Paul Shaffer
28,Ben Stiller,Rachel Dratch
20,Bob Odenkirk,Chris Farley
19,Bob Odenkirk,Colin Quinn
42,Bob Odenkirk,David Spade
29,Bob Odenkirk,Eddie Murphy
35,Bob Odenkirk,Jason Sudeikis
22,Bob Odenkirk,Jay Pharoah
19,Bob Odenkirk,Jillian Bell
24,Bob Odenkirk,John Mulaney
46,Bob Odenkirk,Kevin Nealon
28,Bob Odenkirk,Larry David
22,Bob Odenkirk,Louis C.K.
42,Bob Odenkirk,Martin Short
27,Bob Odenkirk,Norm MacDonald
18,Bob Odenkirk,Paul Shaffer
24,Bob Odenkirk,Rachel Dratch
36,Chris Farley,Chris Rock
12,Chris Farley,Colin Quinn
48,Chris Farley,David Spade
24,Chris Farley,Eddie Murphy
18,Chris Farley,Jason Sudeikis
11,Chris Farley,Jay Pharoah
5,Chris Farley,Jillian Bell
4,Chris Farley,John Mulaney
38,Chris Farley,Kevin Nealon
11,Chris Farley,Larry David
8,Chris Farley,Louis C.K.
25,Chris Farley,Martin Short
31,Chris Farley,Norm MacDonald
10,Chris Farley,Paul Shaffer
18,Chris Farley,Rachel Dratch
14,Chris Farley,Robert Downey Jr.
9,Chris Farley,Stephen Colbert
31,Chris Farley,Will Ferrell
41,Chris Rock,Colin Quinn
67,Chris Rock,Eddie Murphy
26,Chris Rock,Jay Pharoah
13,Chris Rock,Jillian Bell
21,Chris Rock,John Mulaney
59,Chris Rock,Kevin Nealon
41,Chris Rock,Larry David
24,Chris Rock,Paul Shaffer
30,Chris Rock,Rachel Dratch
32,Colin Quinn,David Spade
21,Colin Quinn,Eddie Murphy
21,Colin Quinn,Jason Sudeikis
18,Colin Quinn,Jay Pharoah
9,Colin Quinn,Jillian Bell
16,Colin Quinn,John Mulaney
30,Colin Quinn,Kevin Nealon
23,Colin Quinn,Larry David
29,Colin Quinn,Louis C.K.
27,Colin Quinn,Martin Short
28,Colin Quinn,Norm MacDonald
16,Colin Quinn,Paul Shaffer
29,Colin Quinn,Rachel Dratch
14,Colin Quinn,Robert Downey Jr.
22,Colin Quinn,Stephen Colbert
40,Colin Quinn,Will Ferrell
42,David Spade,Jason Sudeikis
24,David Spade,Jay Pharoah
16,David Spade,Jillian Bell
19,David Spade,John Mulaney
73,David Spade,Kevin Nealon
28,David Spade,Larry David
26,David Spade,Louis C.K.
51,David Spade,Norm MacDonald
21,David Spade,Paul Shaffer
33,David Spade,Rachel Dratch
42,Eddie Murphy,Jason Sudeikis
28,Eddie Murphy,Jay Pharoah
16,Eddie Murphy,Jillian Bell
20,Eddie Murphy,John Mulaney
40,Eddie Murphy,Kevin Nealon
27,Eddie Murphy,Larry David
24,Eddie Murphy,Louis C.K.
31,Eddie Murphy,Norm MacDonald
20,Eddie Murphy,Paul Shaffer
26,Eddie Murphy,Rachel Dratch
32,Eddie Murphy,Stephen Colbert
68,Eddie Murphy,Will Ferrell
40,Jason Sudeikis,Jay Pharoah
21,Jason Sudeikis,Jillian Bell
24,Jason Sudeikis,John Mulaney
39,Jason Sudeikis,Kevin Nealon
26,Jason Sudeikis,Larry David
30,Jason Sudeikis,Norm MacDonald
44,Jason Sudeikis,Rachel Dratch
35,Jason Sudeikis,Robert Downey Jr.
21,Jay Pharoah,Jillian Bell
20,Jay Pharoah,John Mulaney
31,Jay Pharoah,Kevin Nealon
14,Jay Pharoah,Larry David
18,Jay Pharoah,Louis C.K.
34,Jay Pharoah,Martin Short
23,Jay Pharoah,Norm MacDonald
17,Jay Pharoah,Paul Shaffer
30,Jay Pharoah,Rachel Dratch
19,Jay Pharoah,Robert Downey Jr.
19,Jay Pharoah,Stephen Colbert
37,Jay Pharoah,Will Ferrell
13,Jillian Bell,John Mulaney
20,Jillian Bell,Kevin Nealon
13,Jillian Bell,Larry David
13,Jillian Bell,Louis C.K.
17,Jillian Bell,Martin Short
13,Jillian Bell,Norm MacDonald
8,Jillian Bell,Paul Shaffer
12,Jillian Bell,Rachel Dratch
14,Jillian Bell,Robert Downey Jr.
15,Jillian Bell,Stephen Colbert
23,Jillian Bell,Will Ferrell
18,John Mulaney,Kevin Nealon
16,John Mulaney,Larry David
17,John Mulaney,Louis C.K.
28,John Mulaney,Martin Short
17,John Mulaney,Norm MacDonald
11,John Mulaney,Paul Shaffer
17,John Mulaney,Rachel Dratch
14,John Mulaney,Robert Downey Jr.
32,John Mulaney,Will Ferrell
30,Kevin Nealon,Larry David
29,Kevin Nealon,Louis C.K.
56,Kevin Nealon,Martin Short
26,Kevin Nealon,Paul Shaffer
36,Kevin Nealon,Rachel Dratch
27,Kevin Nealon,Robert Downey Jr.
27,Kevin Nealon,Stephen Colbert
61,Kevin Nealon,Will Ferrell
29,Larry David,Louis C.K.
40,Larry David,Martin Short
23,Larry David,Norm MacDonald
15,Larry David,Paul Shaffer
15,Larry David,Rachel Dratch
26,Larry David,Robert Downey Jr.
34,Larry David,Stephen Colbert
18,Louis C.K.,Rachel Dratch
39,Martin Short,Norm MacDonald
36,Martin Short,Rachel Dratch
40,Martin Short,Stephen Colbert
18,Norm MacDonald,Paul Shaffer
24,Norm MacDonald,Rachel Dratch
20,Norm MacDonald,Robert Downey Jr.
17,Paul Shaffer,Rachel Dratch
14,Paul Shaffer,Robert Downey Jr.
14,Rachel Dratch,Robert Downey Jr.
21,Rachel Dratch,Stephen Colbert
55,Rachel Dratch,Will Ferrell
48,Dana Carvey,Jimmy Fallon
9,Damon Wayans,Finesse Mitchell
8,Damon Wayans,Garrett Morris
15,Damon Wayans,J.B. Smoove
16,Damon Wayans,Jay Pharoah
15,Damon Wayans,Kenan Thompson
5,Finesse Mitchell,Garrett Morris
14,Finesse Mitchell,J.B. Smoove
11,Finesse Mitchell,Jay Pharoah
15,Finesse Mitchell,Kenan Thompson
7,Garrett Morris,J.B. Smoove
10,Garrett Morris,Jay Pharoah
14,Garrett Morris,Kenan Thompson
9,Bill Murray,Chris Elliott
47,Bill Murray,John Belushi
11,Billy Crystal,Chris Elliott
15,Chevy Chase,Chris Elliott
11,Chris Elliott,Dan Aykroyd
3,Chris Elliott,John Belushi
74,Dan Aykroyd,John Belushi
23,Al Franken,John Belushi
20,John Belushi,Seth Meyers
10,John Belushi,Stephen Colbert
7,Julia Louis-Dreyfus,Mark McKinney
3,Julia Louis-Dreyfus,Robin Duke
6,Mark McKinney,Robin Duke
4,Ellen Cleghorne,Warren Hutcherson
1,Denny Dillon,Ken Scarborough
1,Denny Dillon,Sean Kelly (V)
1,Ken Scarborough,Sean Kelly (V)
61,Adam Sandler,Tracy Morgan
39,Andy Samberg,Billy Crystal
44,Billy Crystal,Tracy Morgan
26,Adam McKay,Amy Poehler
11,Adam McKay,Chevy Chase
10,Adam McKay,Hannibal Buress
8,Adam McKay,John Belushi
20,Adam McKay,Sarah Silverman
34,Al Franken,Sarah Silverman
48,Amy Poehler,Eddie Murphy
27,Amy Poehler,Hannibal Buress
22,Amy Poehler,John Belushi
7,Chevy Chase,Hannibal Buress
34,Chevy Chase,Sarah Silverman
18,Eddie Murphy,Hannibal Buress
29,Eddie Murphy,John Belushi
34,Eddie Murphy,Sarah Silverman
2,Hannibal Buress,John Belushi
29,Hannibal Buress,Sarah Silverman
11,John Belushi,Robert Downey Jr.
9,John Belushi,Sarah Silverman
41,Robert Downey Jr.,Sarah Silverman
22,Harry Shearer,Kristen Wiig
1,Peter Aykroyd,Tracy Tormé
8,Brian McElhaney,Nick Kocher
17,Al Franken,Carol Leifer
7,Al Franken,Christine Ebersole
22,Al Franken,Christopher Guest
16,Al Franken,Damon Wayans
29,Al Franken,Dennis Miller
20,Al Franken,Garrett Morris
13,Al Franken,J.B. Smoove
14,Al Franken,Jenny Slate
5,Al Franken,Max Brooks
29,Al Franken,Molly Shannon
26,Al Franken,Tracy Morgan
16,Al Franken,Will Forte
17,Carol Leifer,Chevy Chase
20,Carol Leifer,Chris Rock
11,Carol Leifer,Christopher Guest
12,Carol Leifer,Damon Wayans
19,Carol Leifer,Dennis Miller
5,Carol Leifer,Garrett Morris
15,Carol Leifer,Harry Shearer
10,Carol Leifer,J.B. Smoove
11,Carol Leifer,Jason Sudeikis
5,Carol Leifer,Jenny Slate
19,Carol Leifer,Kevin Nealon
13,Carol Leifer,Louis C.K.
2,Carol Leifer,Max Brooks
16,Carol Leifer,Michael McKean
13,Carol Leifer,Molly Shannon
13,Carol Leifer,Tracy Morgan
6,Carol Leifer,Will Forte
47,Chevy Chase,Chris Rock
23,Chevy Chase,Christopher Guest
25,Chevy Chase,Damon Wayans
34,Chevy Chase,Dennis Miller
32,Chevy Chase,Garrett Morris
14,Chevy Chase,J.B. Smoove
14,Chevy Chase,Jenny Slate
41,Chevy Chase,Kevin Nealon
6,Chevy Chase,Max Brooks
38,Chevy Chase,Molly Shannon
37,Chevy Chase,Tracy Morgan
21,Chevy Chase,Will Forte
8,Chris Rock,Christine Ebersole
40,Chris Rock,Damon Wayans
25,Chris Rock,Garrett Morris
34,Chris Rock,J.B. Smoove
23,Chris Rock,Jenny Slate
6,Chris Rock,Max Brooks
41,Chris Rock,Molly Shannon
34,Chris Rock,Will Forte
5,Christine Ebersole,Christopher Guest
6,Christine Ebersole,Damon Wayans
4,Christine Ebersole,Dennis Miller
1,Christine Ebersole,Garrett Morris
8,Christine Ebersole,Harry Shearer
2,Christine Ebersole,J.B. Smoove
4,Christine Ebersole,Jason Sudeikis
3,Christine Ebersole,Jenny Slate
6,Christine Ebersole,Kevin Nealon
2,Christine Ebersole,Louis C.K.
1,Christine Ebersole,Max Brooks
14,Christine Ebersole,Michael McKean
5,Christine Ebersole,Molly Shannon
4,Christine Ebersole,Tracy Morgan
4,Christine Ebersole,Will Forte
13,Christopher Guest,Damon Wayans
16,Christopher Guest,Dennis Miller
9,Christopher Guest,Garrett Morris
11,Christopher Guest,J.B. Smoove
13,Christopher Guest,Jenny Slate
24,Christopher Guest,Kevin Nealon
17,Christopher Guest,Louis C.K.
1,Christopher Guest,Max Brooks
17,Christopher Guest,Molly Shannon
20,Christopher Guest,Tracy Morgan
17,Christopher Guest,Will Forte
22,Damon Wayans,Dennis Miller
14,Damon Wayans,Harry Shearer
11,Damon Wayans,Jenny Slate
26,Damon Wayans,Kevin Nealon
14,Damon Wayans,Louis C.K.
2,Damon Wayans,Max Brooks
23,Damon Wayans,Michael McKean
25,Damon Wayans,Tracy Morgan
14,Damon Wayans,Will Forte
14,Dennis Miller,Garrett Morris
22,Dennis Miller,Harry Shearer
13,Dennis Miller,J.B. Smoove
19,Dennis Miller,Jason Sudeikis
6,Dennis Miller,Jenny Slate
39,Dennis Miller,Kevin Nealon
12,Dennis Miller,Louis C.K.
5,Dennis Miller,Max Brooks
24,Dennis Miller,Michael McKean
24,Dennis Miller,Molly Shannon
20,Dennis Miller,Tracy Morgan
13,Dennis Miller,Will Forte
12,Garrett Morris,Harry Shearer
14,Garrett Morris,Jason Sudeikis
3,Garrett Morris,Jenny Slate
26,Garrett Morris,Kevin Nealon
4,Garrett Morris,Louis C.K.
2,Garrett Morris,Max Brooks
9,Garrett Morris,Michael McKean
20,Garrett Morris,Molly Shannon
15,Garrett Morris,Tracy Morgan
10,Garrett Morris,Will Forte
13,Harry Shearer,J.B. Smoove
15,Harry Shearer,Jenny Slate
27,Harry Shearer,Kevin Nealon
4,Harry Shearer,Max Brooks
23,Harry Shearer,Molly Shannon
23,Harry Shearer,Tracy Morgan
17,Harry Shearer,Will Forte
28,J.B. Smoove,Jason Sudeikis
20,J.B. Smoove,Jenny Slate
35,J.B. Smoove,Kevin Nealon
20,J.B. Smoove,Louis C.K.
4,J.B. Smoove,Max Brooks
26,J.B. Smoove,Molly Shannon
25,J.B. Smoove,Will Forte
30,Jason Sudeikis,Jenny Slate
5,Jason Sudeikis,Max Brooks
53,Jason Sudeikis,Tracy Morgan
56,Jason Sudeikis,Will Forte
27,Jenny Slate,Kevin Nealon
18,Jenny Slate,Louis C.K.
5,Jenny Slate,Max Brooks
16,Jenny Slate,Michael McKean
25,Jenny Slate,Molly Shannon
24,Jenny Slate,Tracy Morgan
31,Jenny Slate,Will Forte
7,Kevin Nealon,Max Brooks
47,Kevin Nealon,Michael McKean
48,Kevin Nealon,Molly Shannon
45,Kevin Nealon,Tracy Morgan
42,Kevin Nealon,Will Forte
8,Louis C.K.,Max Brooks
22,Louis C.K.,Molly Shannon
34,Louis C.K.,Tracy Morgan
24,Louis C.K.,Will Forte
5,Max Brooks,Michael McKean
6,Max Brooks,Molly Shannon
5,Max Brooks,Tracy Morgan
4,Max Brooks,Will Forte
31,Michael McKean,Molly Shannon
27,Michael McKean,Tracy Morgan
24,Michael McKean,Will Forte
52,Molly Shannon,Tracy Morgan
38,Molly Shannon,Will Forte
39,Tracy Morgan,Will Forte
11,Chris Rock,Nasim Pedrad
10,Chris Rock,Sasheer Zamata
21,Jay Pharoah,Nasim Pedrad
23,Jay Pharoah,Sasheer Zamata
18,Nasim Pedrad,Rachel Dratch
10,Nasim Pedrad,Sasheer Zamata
15,Rachel Dratch,Sasheer Zamata
2,Nicholas Rutherford,Rob Schneider
2,Nicholas Rutherford,Taran Killam
13,Rob Schneider,Taran Killam
2,Laurie Metcalf,Matt Murray (I)
11,Laurie Metcalf,Michaela Watkins
1,Matt Murray (I),Michaela Watkins
21,Adam McKay,Adam Sandler
28,Adam McKay,Bill Hader
20,Adam McKay,Bill Murray
19,Adam McKay,Billy Crystal
1,Adam McKay,Bruce Handy
11,Adam McKay,Christopher Guest
16,Adam McKay,Conan O'Brien
13,Adam McKay,Darrell Hammond
28,Adam McKay,David Koechner
2,Adam McKay,Douglas McGrath
25,Adam McKay,Fred Armisen
12,Adam McKay,Harry Shearer
7,Adam McKay,James Downey (I)
18,Adam McKay,Julia Louis-Dreyfus
7,Adam McKay,Julia Sweeney
27,Adam McKay,Kristen Wiig
18,Adam McKay,Lorne Michaels
12,Adam McKay,Michael McKean
14,Adam McKay,Seth Meyers
26,Adam McKay,Tina Fey
52,Adam Sandler,Bill Hader
1,Adam Sandler,Bruce Handy
31,Adam Sandler,Colin Quinn
37,Adam Sandler,Darrell Hammond
2,Adam Sandler,Douglas McGrath
50,Adam Sandler,Fred Armisen
11,Adam Sandler,James Downey (I)
41,Adam Sandler,Julia Louis-Dreyfus
33,Adam Sandler,Julia Sweeney
45,Adam Sandler,Kristen Wiig
55,Adam Sandler,Lorne Michaels
51,Adam Sandler,Seth Meyers
24,Al Franken,Bill Hader
38,Al Franken,Bill Murray
39,Al Franken,Billy Crystal
1,Al Franken,Bruce Handy
14,Al Franken,David Koechner
1,Al Franken,Douglas McGrath
21,Al Franken,James Downey (I)
32,Al Franken,Julia Louis-Dreyfus
19,Al Franken,Julia Sweeney
82,Amy Poehler,Bill Hader
43,Amy Poehler,Bill Murray
1,Amy Poehler,Bruce Handy
22,Amy Poehler,Christopher Guest
25,Amy Poehler,Colin Quinn
28,Amy Poehler,David Koechner
1,Amy Poehler,Douglas McGrath
12,Amy Poehler,James Downey (I)
59,Amy Poehler,Julia Louis-Dreyfus
18,Amy Poehler,Julia Sweeney
28,Amy Poehler,Larry David
1,Ben Stiller,Bruce Handy
20,Ben Stiller,Darrell Hammond
30,Ben Stiller,David Koechner
2,Ben Stiller,Douglas McGrath
3,Ben Stiller,James Downey (I)
14,Ben Stiller,Julia Sweeney
